Subject,Appraisal_Dimension,Item,Order,Rating,RT
A3VR18ST3R84AD:3I3WADAZ9RG2TSSK75R1S0QFW49O53,sadness,7325,110,2,2669.0
A3VR18ST3R84AD:3I3WADAZ9RG2TSSK75R1S0QFW49O53,sadness,7330,78,2,3298.0
A3VR18ST3R84AD:3I3WADAZ9RG2TSSK75R1S0QFW49O53,sadness,7359,76,50,5796.0
A3VR18ST3R84AD:3I3WADAZ9RG2TSSK75R1S0QFW49O53,sadness,7361,65,50,10779.0
A3VR18ST3R84AD:3I3WADAZ9RG2TSSK75R1S0QFW49O53,sadness,7430,75,4,3855.0
A3VR18ST3R84AD:3I3WADAZ9RG2TSSK75R1S0QFW49O53,sadness,7450,90,4,3295.0
A3VR18ST3R84AD:3I3WADAZ9RG2TSSK75R1S0QFW49O53,sadness,7470,81,4,4890.0
A3VR18ST3R84AD:3I3WADAZ9RG2TSSK75R1S0QFW49O53,sadness,7480,39,7,3162.0
A3VR18ST3R84AD:3I3WADAZ9RG2TSSK75R1S0QFW49O53,sadness,8461,38,4,3492.0
A3VR18ST3R84AD:3I3WADAZ9RG2TSSK75R1S0QFW49O53,sadness,8497,45,4,3765.0
A3VR18ST3R84AD:3I3WADAZ9RG2TSSK75R1S0QFW49O53,sadness,9040,51,94,2922.0
A3VR18ST3R84AD:3I3WADAZ9RG2TSSK75R1S0QFW49O53,sadness,9050,30,90,3711.0
A3VR18ST3R84AD:3I3WADAZ9RG2TSSK75R1S0QFW49O53,sadness,9181,55,21,13515.0
A3VR18ST3R84AD:3I3WADAZ9RG2TSSK75R1S0QFW49O53,sadness,9182,82,80,11012.0
A3VR18ST3R84AD:3I3WADAZ9RG2TSSK75R1S0QFW49O53,sadness,9252,70,93,4079.0
A3VR18ST3R84AD:3I3WADAZ9RG2TSSK75R1S0QFW49O53,sadness,9253,95,95,3349.0
A3VR18ST3R84AD:3I3WADAZ9RG2TSSK75R1S0QFW49O53,sadness,9265,64,93,7516.0
A3VR18ST3R84AD:3I3WADAZ9RG2TSSK75R1S0QFW49O53,sadness,9300,93,50,4101.0
A3VR18ST3R84AD:3I3WADAZ9RG2TSSK75R1S0QFW49O53,sadness,9301,59,50,9388.0
A3VR18ST3R84AD:3I3WADAZ9RG2TSSK75R1S0QFW49O53,sadness,9400,20,93,5492.0
A3VR18ST3R84AD:3I3WADAZ9RG2TSSK75R1S0QFW49O53,sadness,9410,84,96,4962.0
A3VR18ST3R84AD:3I3WADAZ9RG2TSSK75R1S0QFW49O53,sadness,9452,56,92,4909.0
A3VR18ST3R84AD:3I3WADAZ9RG2TSSK75R1S0QFW49O53,sadness,9561,92,95,2975.0
A3VR18ST3R84AD:3I3WADAZ9RG2TSSK75R1S0QFW49O53,sadness,9584,69,7,5136.0
A3VR18ST3R84AD:3I3WADAZ9RG2TSSK75R1S0QFW49O53,sadness,9635,21,91,13696.0
A3VR18ST3R84AD:3I3WADAZ9RG2TSSK75R1S0QFW49O53,sadness,9800,9,97,4558.0
A3VR18ST3R84AD:3I3WADAZ9RG2TSSK75R1S0QFW49O53,sadness,9810,4,95,3964.0
A3VR18ST3R84AD:3I3WADAZ9RG2TSSK75R1S0QFW49O53,sadness,A013,49,59,21055.0
A3VR18ST3R84AD:3I3WADAZ9RG2TSSK75R1S0QFW49O53,sadness,A041,5,94,3712.0
A3VR18ST3R84AD:3I3WADAZ9RG2TSSK75R1S0QFW49O53,sadness,A055,61,92,8012.0
A3VR18ST3R84AD:3I3WADAZ9RG2TSSK75R1S0QFW49O53,sadness,A062,67,78,7209.0
A3VR18ST3R84AD:3I3WADAZ9RG2TSSK75R1S0QFW49O53,sadness,A064,27,50,10983.0
A3VR18ST3R84AD:3I3WADAZ9RG2TSSK75R1S0QFW49O53,sadness,A069,79,80,12365.0
A3VR18ST3R84AD:3I3WADAZ9RG2TSSK75R1S0QFW49O53,sadness,A095,14,50,9207.0
A3VR18ST3R84AD:3I3WADAZ9RG2TSSK75R1S0QFW49O53,sadness,A127,87,90,3130.0
A3VR18ST3R84AD:3I3WADAZ9RG2TSSK75R1S0QFW49O53,sadness,H022,108,95,3415.0
A3VR18ST3R84AD:3I3WADAZ9RG2TSSK75R1S0QFW49O53,sadness,H064,12,96,11312.0
A3VR18ST3R84AD:3I3WADAZ9RG2TSSK75R1S0QFW49O53,sadness,H077,50,95,3699.0
A3VR18ST3R84AD:3I3WADAZ9RG2TSSK75R1S0QFW49O53,sadness,H079,24,94,3565.0
A3VR18ST3R84AD:3I3WADAZ9RG2TSSK75R1S0QFW49O53,sadness,P039,62,4,2750.0
A3VR18ST3R84AD:3I3WADAZ9RG2TSSK75R1S0QFW49O53,sadness,P077,71,7,3034.0
A3VR18ST3R84AD:3I3WADAZ9RG2TSSK75R1S0QFW49O53,sadness,P078,22,5,3280.0
A3VR18ST3R84AD:3I3WADAZ9RG2TSSK75R1S0QFW49O53,sadness,P096,112,4,2401.0
A2C73Y1COWCA51:3J4Q2Z4UTZFZRNKKIJ6E75YSRVFQWW,sadness,1050,107,19,2543.0
A2C73Y1COWCA51:3J4Q2Z4UTZFZRNKKIJ6E75YSRVFQWW,sadness,1052,63,15,2160.0
A2C73Y1COWCA51:3J4Q2Z4UTZFZRNKKIJ6E75YSRVFQWW,sadness,1120,93,19,2291.0
A2C73Y1COWCA51:3J4Q2Z4UTZFZRNKKIJ6E75YSRVFQWW,sadness,1201,37,21,2928.0
A2C73Y1COWCA51:3J4Q2Z4UTZFZRNKKIJ6E75YSRVFQWW,sadness,1270,12,50,3129.0
A2C73Y1COWCA51:3J4Q2Z4UTZFZRNKKIJ6E75YSRVFQWW,sadness,1303,22,24,5898.0
A2C73Y1COWCA51:3J4Q2Z4UTZFZRNKKIJ6E75YSRVFQWW,sadness,1440,25,50,2204.0
A2C73Y1COWCA51:3J4Q2Z4UTZFZRNKKIJ6E75YSRVFQWW,sadness,1441,72,50,3711.0
A2C73Y1COWCA51:3J4Q2Z4UTZFZRNKKIJ6E75YSRVFQWW,sadness,1463,11,11,3855.0
A2C73Y1COWCA51:3J4Q2Z4UTZFZRNKKIJ6E75YSRVFQWW,sadness,1710,39,12,2417.0
A2C73Y1COWCA51:3J4Q2Z4UTZFZRNKKIJ6E75YSRVFQWW,sadness,1722,9,50,5753.0
A2C73Y1COWCA51:3J4Q2Z4UTZFZRNKKIJ6E75YSRVFQWW,sadness,2057,76,14,2449.0
A2C73Y1COWCA51:3J4Q2Z4UTZFZRNKKIJ6E75YSRVFQWW,sadness,2070,65,8,1863.0
A2C73Y1COWCA51:3J4Q2Z4UTZFZRNKKIJ6E75YSRVFQWW,sadness,2091,32,14,2265.0
A2C73Y1COWCA51:3J4Q2Z4UTZFZRNKKIJ6E75YSRVFQWW,sadness,2154,34,10,2543.0
A2C73Y1COWCA51:3J4Q2Z4UTZFZRNKKIJ6E75YSRVFQWW,sadness,2205,38,62,3423.0
A2C73Y1COWCA51:3J4Q2Z4UTZFZRNKKIJ6E75YSRVFQWW,sadness,2224,55,13,2136.0
A2C73Y1COWCA51:3J4Q2Z4UTZFZRNKKIJ6E75YSRVFQWW,sadness,2332,28,13,2255.0
A2C73Y1COWCA51:3J4Q2Z4UTZFZRNKKIJ6E75YSRVFQWW,sadness,2340,64,11,2297.0
A2C73Y1COWCA51:3J4Q2Z4UTZFZRNKKIJ6E75YSRVFQWW,sadness,2395,17,10,3247.0
A2C73Y1COWCA51:3J4Q2Z4UTZFZRNKKIJ6E75YSRVFQWW,sadness,2550,40,16,2015.0
A2C73Y1COWCA51:3J4Q2Z4UTZFZRNKKIJ6E75YSRVFQWW,sadness,2683,92,63,2711.0
A2C73Y1COWCA51:3J4Q2Z4UTZFZRNKKIJ6E75YSRVFQWW,sadness,2691,66,65,3225.0
A2C73Y1COWCA51:3J4Q2Z4UTZFZRNKKIJ6E75YSRVFQWW,sadness,2710,104,73,4553.0
A2C73Y1COWCA51:3J4Q2Z4UTZFZRNKKIJ6E75YSRVFQWW,sadness,2717,81,50,4320.0
A2C73Y1COWCA51:3J4Q2Z4UTZFZRNKKIJ6E75YSRVFQWW,sadness,2811,45,49,5937.0
A2C73Y1COWCA51:3J4Q2Z4UTZFZRNKKIJ6E75YSRVFQWW,sadness,3005,103,73,2408.0
A2C73Y1COWCA51:3J4Q2Z4UTZFZRNKKIJ6E75YSRVFQWW,sadness,3015,16,70,3065.0
A2C73Y1COWCA51:3J4Q2Z4UTZFZRNKKIJ6E75YSRVFQWW,sadness,3051,2,80,4567.0
A2C73Y1COWCA51:3J4Q2Z4UTZFZRNKKIJ6E75YSRVFQWW,sadness,3053,105,69,2407.0
A2C73Y1COWCA51:3J4Q2Z4UTZFZRNKKIJ6E75YSRVFQWW,sadness,3063,20,60,6089.0
A2C73Y1COWCA51:3J4Q2Z4UTZFZRNKKIJ6E75YSRVFQWW,sadness,3064,71,73,2704.0
A2C73Y1COWCA51:3J4Q2Z4UTZFZRNKKIJ6E75YSRVFQWW,sadness,3068,85,73,2319.0
A2C73Y1COWCA51:3J4Q2Z4UTZFZRNKKIJ6E75YSRVFQWW,sadness,3150,69,70,2886.0
A2C73Y1COWCA51:3J4Q2Z4UTZFZRNKKIJ6E75YSRVFQWW,sadness,3181,13,73,3167.0
A2C73Y1COWCA51:3J4Q2Z4UTZFZRNKKIJ6E75YSRVFQWW,sadness,3500,59,64,2729.0
A2C73Y1COWCA51:3J4Q2Z4UTZFZRNKKIJ6E75YSRVFQWW,sadness,4002,10,8,2912.0
A2C73Y1COWCA51:3J4Q2Z4UTZFZRNKKIJ6E75YSRVFQWW,sadness,4141,77,9,2918.0
A2C73Y1COWCA51:3J4Q2Z4UTZFZRNKKIJ6E75YSRVFQWW,sadness,4180,99,11,2606.0
A2C73Y1COWCA51:3J4Q2Z4UTZFZRNKKIJ6E75YSRVFQWW,sadness,4225,75,9,2783.0
A2C73Y1COWCA51:3J4Q2Z4UTZFZRNKKIJ6E75YSRVFQWW,sadness,4232,6,35,7434.0
A2C73Y1COWCA51:3J4Q2Z4UTZFZRNKKIJ6E75YSRVFQWW,sadness,4250,36,7,2711.0
A2C73Y1COWCA51:3J4Q2Z4UTZFZRNKKIJ6E75YSRVFQWW,sadness,4311,8,5,3719.0
A2C73Y1COWCA51:3J4Q2Z4UTZFZRNKKIJ6E75YSRVFQWW,sadness,4460,51,14,3305.0
A2C73Y1COWCA51:3J4Q2Z4UTZFZRNKKIJ6E75YSRVFQWW,sadness,4542,108,19,2458.0
A2C73Y1COWCA51:3J4Q2Z4UTZFZRNKKIJ6E75YSRVFQWW,sadness,4561,68,12,2602.0
A2C73Y1COWCA51:3J4Q2Z4UTZFZRNKKIJ6E75YSRVFQWW,sadness,4574,30,9,2134.0
A2C73Y1COWCA51:3J4Q2Z4UTZFZRNKKIJ6E75YSRVFQWW,sadness,4599,62,10,2263.0
A2C73Y1COWCA51:3J4Q2Z4UTZFZRNKKIJ6E75YSRVFQWW,sadness,4607,57,14,2535.0
A2C73Y1COWCA51:3J4Q2Z4UTZFZRNKKIJ6E75YSRVFQWW,sadness,4611,24,6,2364.0
A2C73Y1COWCA51:3J4Q2Z4UTZFZRNKKIJ6E75YSRVFQWW,sadness,4622,79,6,2726.0
A2C73Y1COWCA51:3J4Q2Z4UTZFZRNKKIJ6E75YSRVFQWW,sadness,4623,84,10,2049.0
A2C73Y1COWCA51:3J4Q2Z4UTZFZRNKKIJ6E75YSRVFQWW,sadness,4625,42,11,1793.0
A2C73Y1COWCA51:3J4Q2Z4UTZFZRNKKIJ6E75YSRVFQWW,sadness,4645,97,12,2433.0
A2C73Y1COWCA51:3J4Q2Z4UTZFZRNKKIJ6E75YSRVFQWW,sadness,4659,94,17,2053.0
A2C73Y1COWCA51:3J4Q2Z4UTZFZRNKKIJ6E75YSRVFQWW,sadness,4670,15,9,3447.0
A2C73Y1COWCA51:3J4Q2Z4UTZFZRNKKIJ6E75YSRVFQWW,sadness,4672,47,7,2674.0
A2C73Y1COWCA51:3J4Q2Z4UTZFZRNKKIJ6E75YSRVFQWW,sadness,4680,23,11,2669.0
A2C73Y1COWCA51:3J4Q2Z4UTZFZRNKKIJ6E75YSRVFQWW,sadness,4695,78,9,3499.0
A2C73Y1COWCA51:3J4Q2Z4UTZFZRNKKIJ6E75YSRVFQWW,sadness,5270,80,7,3288.0
A2C73Y1COWCA51:3J4Q2Z4UTZFZRNKKIJ6E75YSRVFQWW,sadness,5629,86,15,2544.0
A2C73Y1COWCA51:3J4Q2Z4UTZFZRNKKIJ6E75YSRVFQWW,sadness,5661,35,13,2722.0
A2C73Y1COWCA51:3J4Q2Z4UTZFZRNKKIJ6E75YSRVFQWW,sadness,5700,50,13,2207.0
A2C73Y1COWCA51:3J4Q2Z4UTZFZRNKKIJ6E75YSRVFQWW,sadness,5780,33,22,2327.0
A2C73Y1COWCA51:3J4Q2Z4UTZFZRNKKIJ6E75YSRVFQWW,sadness,5910,19,50,2767.0
A2C73Y1COWCA51:3J4Q2Z4UTZFZRNKKIJ6E75YSRVFQWW,sadness,6212,41,18,2496.0
A2C73Y1COWCA51:3J4Q2Z4UTZFZRNKKIJ6E75YSRVFQWW,sadness,6560,110,64,2959.0
A2C73Y1COWCA51:3J4Q2Z4UTZFZRNKKIJ6E75YSRVFQWW,sadness,6821,46,63,3191.0
A2C73Y1COWCA51:3J4Q2Z4UTZFZRNKKIJ6E75YSRVFQWW,sadness,7230,101,16,2908.0
A2C73Y1COWCA51:3J4Q2Z4UTZFZRNKKIJ6E75YSRVFQWW,sadness,7325,14,50,3225.0
A2C73Y1COWCA51:3J4Q2Z4UTZFZRNKKIJ6E75YSRVFQWW,sadness,7330,58,13,2136.0
A2C73Y1COWCA51:3J4Q2Z4UTZFZRNKKIJ6E75YSRVFQWW,sadness,7359,106,50,2809.0
A2C73Y1COWCA51:3J4Q2Z4UTZFZRNKKIJ6E75YSRVFQWW,sadness,7361,112,52,3056.0
A2C73Y1COWCA51:3J4Q2Z4UTZFZRNKKIJ6E75YSRVFQWW,sadness,7430,67,12,2479.0
A2C73Y1COWCA51:3J4Q2Z4UTZFZRNKKIJ6E75YSRVFQWW,sadness,7450,109,14,2262.0
A2C73Y1COWCA51:3J4Q2Z4UTZFZRNKKIJ6E75YSRVFQWW,sadness,7470,53,13,2633.0
A2C73Y1COWCA51:3J4Q2Z4UTZFZRNKKIJ6E75YSRVFQWW,sadness,7480,54,16,2023.0
A2C73Y1COWCA51:3J4Q2Z4UTZFZRNKKIJ6E75YSRVFQWW,sadness,8461,83,9,2335.0
A2C73Y1COWCA51:3J4Q2Z4UTZFZRNKKIJ6E75YSRVFQWW,sadness,8497,111,14,2257.0
A2C73Y1COWCA51:3J4Q2Z4UTZFZRNKKIJ6E75YSRVFQWW,sadness,9040,89,72,4697.0
A2C73Y1COWCA51:3J4Q2Z4UTZFZRNKKIJ6E75YSRVFQWW,sadness,9050,27,64,2633.0
A2C73Y1COWCA51:3J4Q2Z4UTZFZRNKKIJ6E75YSRVFQWW,sadness,9181,96,50,3349.0
A2C73Y1COWCA51:3J4Q2Z4UTZFZRNKKIJ6E75YSRVFQWW,sadness,9182,70,54,7721.0
A2C73Y1COWCA51:3J4Q2Z4UTZFZRNKKIJ6E75YSRVFQWW,sadness,9252,29,59,2962.0
A2C73Y1COWCA51:3J4Q2Z4UTZFZRNKKIJ6E75YSRVFQWW,sadness,9253,43,70,2903.0
A2C73Y1COWCA51:3J4Q2Z4UTZFZRNKKIJ6E75YSRVFQWW,sadness,9265,31,63,2592.0
A2C73Y1COWCA51:3J4Q2Z4UTZFZRNKKIJ6E75YSRVFQWW,sadness,9300,98,72,2915.0
A2C73Y1COWCA51:3J4Q2Z4UTZFZRNKKIJ6E75YSRVFQWW,sadness,9301,102,66,2436.0
A2C73Y1COWCA51:3J4Q2Z4UTZFZRNKKIJ6E75YSRVFQWW,sadness,9400,49,62,3089.0
A2C73Y1COWCA51:3J4Q2Z4UTZFZRNKKIJ6E75YSRVFQWW,sadness,9410,44,68,3369.0
A2C73Y1COWCA51:3J4Q2Z4UTZFZRNKKIJ6E75YSRVFQWW,sadness,9452,1,50,14704.0
A2C73Y1COWCA51:3J4Q2Z4UTZFZRNKKIJ6E75YSRVFQWW,sadness,9561,7,70,2791.0
A2C73Y1COWCA51:3J4Q2Z4UTZFZRNKKIJ6E75YSRVFQWW,sadness,9584,88,15,2191.0
A2C73Y1COWCA51:3J4Q2Z4UTZFZRNKKIJ6E75YSRVFQWW,sadness,9635,95,71,5547.0
A2C73Y1COWCA51:3J4Q2Z4UTZFZRNKKIJ6E75YSRVFQWW,sadness,9800,73,14,7465.0
A2C73Y1COWCA51:3J4Q2Z4UTZFZRNKKIJ6E75YSRVFQWW,sadness,9810,74,50,2424.0
A2C73Y1COWCA51:3J4Q2Z4UTZFZRNKKIJ6E75YSRVFQWW,sadness,A013,61,61,2977.0
A2C73Y1COWCA51:3J4Q2Z4UTZFZRNKKIJ6E75YSRVFQWW,sadness,A041,52,60,3199.0
A2C73Y1COWCA51:3J4Q2Z4UTZFZRNKKIJ6E75YSRVFQWW,sadness,A055,3,50,3247.0
A2C73Y1COWCA51:3J4Q2Z4UTZFZRNKKIJ6E75YSRVFQWW,sadness,A062,91,50,2793.0
A2C73Y1COWCA51:3J4Q2Z4UTZFZRNKKIJ6E75YSRVFQWW,sadness,A064,82,50,3736.0
A2C73Y1COWCA51:3J4Q2Z4UTZFZRNKKIJ6E75YSRVFQWW,sadness,A069,90,71,2719.0
A2C73Y1COWCA51:3J4Q2Z4UTZFZRNKKIJ6E75YSRVFQWW,sadness,A095,60,59,2887.0
A2C73Y1COWCA51:3J4Q2Z4UTZFZRNKKIJ6E75YSRVFQWW,sadness,A127,18,50,2745.0
A2C73Y1COWCA51:3J4Q2Z4UTZFZRNKKIJ6E75YSRVFQWW,sadness,H022,26,66,2608.0
A2C73Y1COWCA51:3J4Q2Z4UTZFZRNKKIJ6E75YSRVFQWW,sadness,H064,5,66,2694.0
A2C73Y1COWCA51:3J4Q2Z4UTZFZRNKKIJ6E75YSRVFQWW,sadness,H077,4,67,2857.0
A2C73Y1COWCA51:3J4Q2Z4UTZFZRNKKIJ6E75YSRVFQWW,sadness,H079,21,50,3528.0
A2C73Y1COWCA51:3J4Q2Z4UTZFZRNKKIJ6E75YSRVFQWW,sadness,P039,87,8,2249.0
A2C73Y1COWCA51:3J4Q2Z4UTZFZRNKKIJ6E75YSRVFQWW,sadness,P077,48,14,4869.0
A2C73Y1COWCA51:3J4Q2Z4UTZFZRNKKIJ6E75YSRVFQWW,sadness,P078,56,7,1761.0
A2C73Y1COWCA51:3J4Q2Z4UTZFZRNKKIJ6E75YSRVFQWW,sadness,P096,100,50,2502.0
A24ZAX5O63WVNI:3JZQSN0I3RM63C4BPYR2938QUW0GFZ,sadness,1050,31,55,4712.0
A24ZAX5O63WVNI:3JZQSN0I3RM63C4BPYR2938QUW0GFZ,sadness,1052,30,50,4312.0
A24ZAX5O63WVNI:3JZQSN0I3RM63C4BPYR2938QUW0GFZ,sadness,1120,32,53,3815.0
A24ZAX5O63WVNI:3JZQSN0I3RM63C4BPYR2938QUW0GFZ,sadness,1201,11,50,3056.0
A24ZAX5O63WVNI:3JZQSN0I3RM63C4BPYR2938QUW0GFZ,sadness,1270,4,50,3904.0
A24ZAX5O63WVNI:3JZQSN0I3RM63C4BPYR2938QUW0GFZ,sadness,1303,29,50,6959.0
A24ZAX5O63WVNI:3JZQSN0I3RM63C4BPYR2938QUW0GFZ,sadness,1440,41,14,3432.0
A24ZAX5O63WVNI:3JZQSN0I3RM63C4BPYR2938QUW0GFZ,sadness,1441,7,12,3824.0
A24ZAX5O63WVNI:3JZQSN0I3RM63C4BPYR2938QUW0GFZ,sadness,1463,15,2,3343.0
A24ZAX5O63WVNI:3JZQSN0I3RM63C4BPYR2938QUW0GFZ,sadness,1710,46,6,2735.0
A24ZAX5O63WVNI:3JZQSN0I3RM63C4BPYR2938QUW0GFZ,sadness,1722,13,4,4039.0
A24ZAX5O63WVNI:3JZQSN0I3RM63C4BPYR2938QUW0GFZ,sadness,2057,104,4,3416.0
A24ZAX5O63WVNI:3JZQSN0I3RM63C4BPYR2938QUW0GFZ,sadness,2070,98,4,3904.0
A24ZAX5O63WVNI:3JZQSN0I3RM63C4BPYR2938QUW0GFZ,sadness,2091,106,3,4408.0
A24ZAX5O63WVNI:3JZQSN0I3RM63C4BPYR2938QUW0GFZ,sadness,2154,97,2,3256.0
A24ZAX5O63WVNI:3JZQSN0I3RM63C4BPYR2938QUW0GFZ,sadness,2205,83,82,4616.0
A24ZAX5O63WVNI:3JZQSN0I3RM63C4BPYR2938QUW0GFZ,sadness,2224,74,1,5103.0
A24ZAX5O63WVNI:3JZQSN0I3RM63C4BPYR2938QUW0GFZ,sadness,2332,102,7,3016.0
A24ZAX5O63WVNI:3JZQSN0I3RM63C4BPYR2938QUW0GFZ,sadness,2340,72,6,8327.0
A24ZAX5O63WVNI:3JZQSN0I3RM63C4BPYR2938QUW0GFZ,sadness,2395,65,1,3919.0
A24ZAX5O63WVNI:3JZQSN0I3RM63C4BPYR2938QUW0GFZ,sadness,2550,78,0,3504.0
A24ZAX5O63WVNI:3JZQSN0I3RM63C4BPYR2938QUW0GFZ,sadness,2683,24,95,3935.0
A24ZAX5O63WVNI:3JZQSN0I3RM63C4BPYR2938QUW0GFZ,sadness,2691,39,75,3703.0
A24ZAX5O63WVNI:3JZQSN0I3RM63C4BPYR2938QUW0GFZ,sadness,2710,57,80,3800.0
A24ZAX5O63WVNI:3JZQSN0I3RM63C4BPYR2938QUW0GFZ,sadness,2717,14,74,6224.0
A24ZAX5O63WVNI:3JZQSN0I3RM63C4BPYR2938QUW0GFZ,sadness,2811,101,80,2848.0
A24ZAX5O63WVNI:3JZQSN0I3RM63C4BPYR2938QUW0GFZ,sadness,3005,105,96,3488.0
A24ZAX5O63WVNI:3JZQSN0I3RM63C4BPYR2938QUW0GFZ,sadness,3015,43,97,3905.0
A24ZAX5O63WVNI:3JZQSN0I3RM63C4BPYR2938QUW0GFZ,sadness,3051,96,86,3112.0
A24ZAX5O63WVNI:3JZQSN0I3RM63C4BPYR2938QUW0GFZ,sadness,3053,53,100,3704.0
A24ZAX5O63WVNI:3JZQSN0I3RM63C4BPYR2938QUW0GFZ,sadness,3063,63,88,5046.0
A24ZAX5O63WVNI:3JZQSN0I3RM63C4BPYR2938QUW0GFZ,sadness,3064,56,98,3239.0
A24ZAX5O63WVNI:3JZQSN0I3RM63C4BPYR2938QUW0GFZ,sadness,3068,99,98,3903.0
A24ZAX5O63WVNI:3JZQSN0I3RM63C4BPYR2938QUW0GFZ,sadness,3150,75,85,4329.0
A24ZAX5O63WVNI:3JZQSN0I3RM63C4BPYR2938QUW0GFZ,sadness,3181,59,79,4119.0
A24ZAX5O63WVNI:3JZQSN0I3RM63C4BPYR2938QUW0GFZ,sadness,3500,28,84,3784.0
A24ZAX5O63WVNI:3JZQSN0I3RM63C4BPYR2938QUW0GFZ,sadness,4002,6,6,3584.0
A24ZAX5O63WVNI:3JZQSN0I3RM63C4BPYR2938QUW0GFZ,sadness,4141,51,3,4121.0
A24ZAX5O63WVNI:3JZQSN0I3RM63C4BPYR2938QUW0GFZ,sadness,4180,5,3,4007.0
A24ZAX5O63WVNI:3JZQSN0I3RM63C4BPYR2938QUW0GFZ,sadness,4225,66,5,3289.0
A24ZAX5O63WVNI:3JZQSN0I3RM63C4BPYR2938QUW0GFZ,sadness,4232,55,12,3216.0
A24ZAX5O63WVNI:3JZQSN0I3RM63C4BPYR2938QUW0GFZ,sadness,4250,17,4,3215.0
A24ZAX5O63WVNI:3JZQSN0I3RM63C4BPYR2938QUW0GFZ,sadness,4311,16,4,3857.0
A24ZAX5O63WVNI:3JZQSN0I3RM63C4BPYR2938QUW0GFZ,sadness,4460,73,3,4816.0
A24ZAX5O63WVNI:3JZQSN0I3RM63C4BPYR2938QUW0GFZ,sadness,4542,61,3,3383.0
A24ZAX5O63WVNI:3JZQSN0I3RM63C4BPYR2938QUW0GFZ,sadness,4561,84,1,3320.0
A24ZAX5O63WVNI:3JZQSN0I3RM63C4BPYR2938QUW0GFZ,sadness,4574,100,2,3368.0
A24ZAX5O63WVNI:3JZQSN0I3RM63C4BPYR2938QUW0GFZ,sadness,4599,82,2,3230.0
A24ZAX5O63WVNI:3JZQSN0I3RM63C4BPYR2938QUW0GFZ,sadness,4607,68,5,3272.0
A24ZAX5O63WVNI:3JZQSN0I3RM63C4BPYR2938QUW0GFZ,sadness,4611,89,8,2992.0
A24ZAX5O63WVNI:3JZQSN0I3RM63C4BPYR2938QUW0GFZ,sadness,4622,69,5,2976.0
A24ZAX5O63WVNI:3JZQSN0I3RM63C4BPYR2938QUW0GFZ,sadness,4623,88,6,3656.0
A24ZAX5O63WVNI:3JZQSN0I3RM63C4BPYR2938QUW0GFZ,sadness,4625,93,2,3105.0
A24ZAX5O63WVNI:3JZQSN0I3RM63C4BPYR2938QUW0GFZ,sadness,4645,10,5,3016.0
A24ZAX5O63WVNI:3JZQSN0I3RM63C4BPYR2938QUW0GFZ,sadness,4659,77,3,4280.0
A24ZAX5O63WVNI:3JZQSN0I3RM63C4BPYR2938QUW0GFZ,sadness,4670,45,3,3360.0
A24ZAX5O63WVNI:3JZQSN0I3RM63C4BPYR2938QUW0GFZ,sadness,4672,62,4,2985.0
A24ZAX5O63WVNI:3JZQSN0I3RM63C4BPYR2938QUW0GFZ,sadness,4680,92,3,3551.0
A24ZAX5O63WVNI:3JZQSN0I3RM63C4BPYR2938QUW0GFZ,sadness,4695,1,3,6960.0
A24ZAX5O63WVNI:3JZQSN0I3RM63C4BPYR2938QUW0GFZ,sadness,5270,8,9,5612.0
A24ZAX5O63WVNI:3JZQSN0I3RM63C4BPYR2938QUW0GFZ,sadness,5629,36,3,3584.0
A24ZAX5O63WVNI:3JZQSN0I3RM63C4BPYR2938QUW0GFZ,sadness,5661,112,20,3656.0
A24ZAX5O63WVNI:3JZQSN0I3RM63C4BPYR2938QUW0GFZ,sadness,5700,38,1,3384.0
A24ZAX5O63WVNI:3JZQSN0I3RM63C4BPYR2938QUW0GFZ,sadness,5780,94,8,3279.0
A24ZAX5O63WVNI:3JZQSN0I3RM63C4BPYR2938QUW0GFZ,sadness,5910,64,3,3033.0
A24ZAX5O63WVNI:3JZQSN0I3RM63C4BPYR2938QUW0GFZ,sadness,6212,70,81,3919.0
A24ZAX5O63WVNI:3JZQSN0I3RM63C4BPYR2938QUW0GFZ,sadness,6560,26,83,3503.0
A24ZAX5O63WVNI:3JZQSN0I3RM63C4BPYR2938QUW0GFZ,sadness,6821,86,77,4087.0
A24ZAX5O63WVNI:3JZQSN0I3RM63C4BPYR2938QUW0GFZ,sadness,7230,85,24,3776.0
A24ZAX5O63WVNI:3JZQSN0I3RM63C4BPYR2938QUW0GFZ,sadness,7325,110,9,3311.0
A24ZAX5O63WVNI:3JZQSN0I3RM63C4BPYR2938QUW0GFZ,sadness,7330,42,9,5399.0
A24ZAX5O63WVNI:3JZQSN0I3RM63C4BPYR2938QUW0GFZ,sadness,7359,107,80,3389.0
A24ZAX5O63WVNI:3JZQSN0I3RM63C4BPYR2938QUW0GFZ,sadness,7361,80,50,6487.0
A24ZAX5O63WVNI:3JZQSN0I3RM63C4BPYR2938QUW0GFZ,sadness,7430,111,26,2984.0
A24ZAX5O63WVNI:3JZQSN0I3RM63C4BPYR2938QUW0GFZ,sadness,7450,52,50,3191.0
A24ZAX5O63WVNI:3JZQSN0I3RM63C4BPYR2938QUW0GFZ,sadness,7470,79,5,4128.0
A24ZAX5O63WVNI:3JZQSN0I3RM63C4BPYR2938QUW0GFZ,sadness,7480,50,49,4351.0
